,ma_san_pham,prediction,binh_luan,ten_san_pham,diem_trung_binh,prediction_label
303,422214044,0,"Chất kem mỏng nhẹ, thấm nhanh. Kiềm dầu tốt",Combo 2 Kem Chống Nắng Cocoon Bí Đao Quang Phổ Rộng 50ml,4.6,positive
304,422218203,0,"tinh chất mỏng nhẹ, thấm nhanh, đắp xong ráo mặt, cũng khá ổn. tùy nhiên điểm trừ là chất mặt nạ mỏng quá ấy, mình đã cẩn thận hết sức nhưng vẫn bị rách=)))",Combo 10 Mặt Nạ Colorkey Dưỡng Ẩm Sáng Da Với Niacinamide 25ml,4.0,positive
305,343100024,0,Chất kem mỏng dễ thấm phù hợp với da dầu mụn ko bị cay mắt vệt trắng trên da đến cuối ngày vẫn không bị đổ dầu,Kem Chống Nắng B.O.M Nâng Tông Dịu Nhẹ 50ml,4.8,positive
306,204900013,1,"Bản mới chất kem ngà k trắng, nhiều dưỡng ẩm hơn, có mùi khó chịu nhất là lần đầu sd. Ưu điểm, dễ bôi. Cá nhân mình thích bả cũ.",Kem Chống Nắng La Roche-Posay Kiểm Soát Dầu SPF50+ 50ml,4.6,negative
307,249500027,0,"Chất kem như kem nền, dùng thấy nhũ lấp lánh nữa, trộm vía qua chai 2 không lên mụn",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Xanh),4.4,positive
308,422216416,2,"chất kem nhẹ, dùng ổn nhưng hạy bị vệt trắng khi dùng trên da, và vón cục.",Combo 2 Kem Chống Nắng La Roche-Posay Kiểm Soát Dầu SPF50+ 50ml,4.6,neutral
309,211300007,0,cái chất nó nhớt nhớt khá lạ rửa mặt ok nè kiểu srm này hơi bị đơn giản nên mấy bn hs sd đc lun mk sài thấy ok mà giá rẻ nx mn nên mua đi nè,Sữa Rửa Mặt Simple Giúp Da Sạch Thoáng 150ml,4.7,positive
310,422204231,0,"Chất serum lỏng k giống những serum khác, mùi cũng khó nghe, nhưng thấy cũng ok",Serum Balance Active Formula Ngừa Mụn Mờ Thâm 30ml,4.6,positive
311,345800015,0,"đã dùng được hơn 1 tuần. chất serum rất nhanh thấm vào da, da có mịn màng hơn, lỗ chân lông có nhỏ hơn, về hiệu quả trị thâm và sẹo chắc phải đợi tgian","Serum Some By Mi Ốc Sên Phục Hồi Da, Mờ Thâm Sẹo 50ml",4.7,positive
312,100210023,0,"tinh chất serum thấm nhanh vào da , thoáng da mặt , phục hồi tốt , dù cho làn da của mjk rất khó chìu vì là da hỗn hợp và cực kỳ nhạy cảm . chỉ là giá hơi chát vì tinh chất lỏng nhẹ nên sử dụng nhanh hết nek.",Serum Timeless Vitamin B5 Làm Dịu & Phục Hồi Da 30ml,4.9,positive
313,371600006,0,"Chất serum đặc hơn nước một xíu thôi, thấm nhanh không nhờn rít, sau khi thoa lên da mượt căng bóng và mịn rất thích, nồng độ vitamin c thấp nên rất phù hợp cho ai mới bắt đầu sử dụng, đương nhiên nồng độ thấp không thể đòi hỏi hiệu quả nhanh được cần có thời gian và kiên trì sử dụng ^^","Serum Balance Active Formula Làm Sáng Da, Mờ Thâm 30ml",4.7,positive
314,204100003,0,"Chất kem siêu thích, mỏng, nhẹ, không nhờn rít. Apply lên da thấm cực nhanh, mình da dầu hỗn hợp xài em này không bị đổ dầu, cho cảm giác mịn mịn như thoa phấn. Vote 5*.",Kem Chống Nắng Eucerin Kiềm Dầu & Ngừa Mụn 50ml,4.7,positive
315,422202632,0,"Chất kem siêu thích,thấm rất nhanh ko gây nặng mặt như mấy kem dưỡng ẩm khác...quá good","Kem Dưỡng Bio-essence Cấp Ẩm Sâu, Ngăn Bụi Bẩn 50g",4.9,positive
316,327500002,0,"chất gel trong suốt, nó hơi đặc kiểu keo á nên hơi dính dính , mùi thơm, mình mới sài có mấy ngày mà thấy nó hiệu quả rõ mặc dù da mình hỗn hợp bình thường thôi nên ó tác dụng nhanh","Gel Dưỡng Megaduo Giảm Mụn, Mờ Thâm 15g",4.8,positive
317,422203145,0,"chất sữa chống nắng thấm nhanh , thơm,nâng tone nhẹ",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Hồng),4.4,positive
318,213300007,0,"Chất sữa lỏng, phải đổ trực tiếp lên mặt chứ đổ vào tay là chảy hết. Mới đầu bôi hơi nâng tone xíu nhưng tầm 10p sau là hạ tone ngay, không bị trắng lố. Kiềm dầu tốt, khả năng chống nắng cũng tạm ổn, mình bôi body ra đường k bao bịt mà cũng k bị đen. Bạn nào k bị dị ứng cồn và silicone thì đúng là chân ái.",Sữa Chống Nắng Bioré Chống Thấm Nước SPF 50+/PA++++ 40ml,4.8,positive
319,331300023,0,"Chất sữa mỏng, nhẹ mặt, không bị cảm giác khô da, nhưng tone hơi sáng, nên tán mỏng và ít.",Sữa Chống Nắng Curél Mặt & Toàn Thân Cho Da Khô Nhạy Cảm 60ml,4.1,positive
320,248700055,0,"chất sữa thấm nhanh, không bết rít. anh trai mình xài khá ổn",Sữa Dưỡng Naris Cosmetics Hyaluronic Acid Cấp Ẩm Da 150ml,5.0,positive
321,248700055,0,"Chất sữa đậm đặc nhưng thấm khá nhanh, ko bết rít. Mình sài kết hợp vs kem dưỡng của dòng này luôn, phục hồi rất là tốt nha",Sữa Dưỡng Naris Cosmetics Hyaluronic Acid Cấp Ẩm Da 150ml,5.0,positive
322,422209052,0,"chất kem thơm, mướt, thấm nhanh. Mua đáng tiền. Mình bị nám nhẹ 2 bên má dùng tầm 1/2 hộp đã thấy có cải thiện, tối bôi kem sáng ngủ dậy thấy da mướt đẹp.","Kem Dưỡng Swiss Image Sáng Da, Giảm Thâm Nám Ban Đêm 50ml",4.9,positive
323,422209663,0,"Chất gel thấm khá ok,bôi lên xong một lúc thấy da mịn,ít đổ dầu",Combo 2 Kem Dưỡng Ẩm Neutrogena Cấp Nước Cho Da Dầu 15g,4.5,positive
324,422209048,0,"Chất kem nhanh thấm k bí da , k nhờn rít , sáng dậy thấy da mịn và bật tone hẳn","Kem Dưỡng Ẩm Swiss Image Phục Hồi, Tái Tạo Da Ban Đêm 50ml",4.8,positive
325,422209047,0,"Chất kem nhanh thấm ko bóng nhờn, cấp ẩm tốt",Kem Dưỡng Ẩm Swiss Image Chống Nắng Ban Ngày 50ml,4.8,positive
326,345800015,0,"tinh chất thấm nhanh, k bết dính!","Serum Some By Mi Ốc Sên Phục Hồi Da, Mờ Thâm Sẹo 50ml",4.7,positive
327,345800015,1,dùng ok. tinh chất thấm nhanh không gây bết dính,"Serum Some By Mi Ốc Sên Phục Hồi Da, Mờ Thâm Sẹo 50ml",4.7,negative
328,422209663,0,"Chất gel thấm nhanh mà còn thơm nữa, mình xài thấy da mướt mịn hơn hẳn, và kiềm dầu cũng khá ok",Combo 2 Kem Dưỡng Ẩm Neutrogena Cấp Nước Cho Da Dầu 15g,4.5,positive
329,422204902,0,Chất thấm nhanh. Thơm mùi cam ngọt hơn loại ban ngày. Lỏng hơn loại ban ngày,Serum Garnier Tăng Cường Sáng Da Mờ Thâm 30ml,4.3,positive
330,248700076,0,"Chất kem mong nhe dễ thấm,sai dc 1 tuân roi thây nên da kha ok truoc đây da minh rất yêu sai sp gi cũng cam giác châm chich đên sp nay thay êm hơn ,",Kem Dưỡng Naris Nature Làm Sáng Da Ban Đêm 50g,4.8,positive
331,422205673,0,chất kem thấm tốt. mk xài ban đêm không đổ dầu vào hôm sau nhưng ban ngày thì đổ dầu.,Kem Dưỡng Cocoon Dạng Thạch Bí Đao Giảm Dầu & Mụn 30ml,4.6,positive
332,422202579,0,"Chất kem thấm nhanh, cấp ẩm tốt, hiệu quả trắng da cần sử dụng thêm thời gian mới cho đánh giá dc ạ. Cảm nhận 8/10","Kem Dưỡng Angel's Liquid Dưỡng Sáng Da, Mờ Thâm Nám 50ml",4.5,positive
333,422202632,0,"chất kem tuyệt vời, quá ưng luôn!","Kem Dưỡng Bio-essence Cấp Ẩm Sâu, Ngăn Bụi Bẩn 50g",4.9,positive
334,422216990,2,"chất kem dễ tán, không nâng tone, nhưng bôi lên mặt không ráo mà cứ bóng bóng","Serum Chống Nắng L'Oreal Phổ Rộng Mỏng Nhẹ, Bảo Vệ Da 30ml",4.1,neutral
335,204900013,0,"Bản mới chất kem rất dễ tán, không nâng tone nên cuối ngày da hơi xỉn màu, kiềm dầu tốt.",Kem Chống Nắng La Roche-Posay Kiểm Soát Dầu SPF50+ 50ml,4.6,positive
336,422209047,0,chất kem dễ tán thấm nhanh thoa xong cảm giác da mền mịn mà ngủ dậy sáng hôm sau da mjk bị mụn ẩn chắc do ko hợp ( da mjk thuộc hhtd + rất nhạy cảm nữa ),Kem Dưỡng Ẩm Swiss Image Chống Nắng Ban Ngày 50ml,4.8,positive
337,345800013,0,chất kem lên tone trắng bệch,Kem Chống Nắng Some By Mi Nâng Tông Da 50ml,4.3,positive
338,345800013,0,"chất kem lên tone rất xinh với nhg bạn da từ tb đến sáng nha eo ơi kiểu vừa lành tính mà vừa nâng tone đi hc là xinh bá cháy lun chết gel nên dùng tiết kiệm nên phủ thêm phấn nx là i bài 9,5/10",Kem Chống Nắng Some By Mi Nâng Tông Da 50ml,4.3,positive
339,237800005,0,"chất bông dai tốt nha dùng k sợ dính da, ₫ộ hút nước cũng vừa phải nói chung ok",Bông Tẩy Trang Mihoo Bông Tròn Túi 200 Miếng,4.8,positive
340,204100003,0,"Loại mới này chất kem vàng hơn mẫu cũ, không nâng tông, Da mình là hỗn hợp thiên dầu và loại này không hề kiềm dầu trên da mình tí nào,,",Kem Chống Nắng Eucerin Kiềm Dầu & Ngừa Mụn 50ml,4.7,positive
341,222600030,0,"Tinh chất vàng trong nước dưỡng này k dễ tan trên da như trong kem dưỡng, nhưng dùng rất ổn, mình lột mụn xong hay bị đỏ rát và bong da, dùg nước dưỡng này thì k bị nữa.",Nước Dưỡng Bio-essence Vàng 24K Ngừa Lão Hoá Da 150ml,5.0,positive
342,422201092,0,"nhiều tinh chất, ôm da cực, đứng cũng k rơi, ẩm nữa",Mặt Nạ Sur.Medic+ Cấp Nước & Cấp Ẩm Chuyên Sâu 30g,5.0,positive
343,100160021,0,"Chất kem giống như kem nền, ai đi làm mà muốn make thì dùng em này hợp lý, mình cần tìm loại k nâng tông, pass nhanh gọn cho bạn nào cần 0988550521",Kem Chống Nắng Vichy Có Màu Thoáng Mịn Ngăn Sạm Da 50ml,4.2,positive
344,422200342,0,"chất đặc nhưng dễ tán, ko bị bí như laroche possay đâu. Xài ưng thật sự luôn","Kem Dưỡng Avène Hỗ Trợ Làm Lành Da, Ngừa Nhiễm Khuẩn 15ml",4.9,positive
345,318900019,2,"Chất kem đặc nên khó tán trên da, phải dùng lực miết ra da mới thoa đều được khuôn mặt. Vì do kem đặc nên da có cảm giác nặng, sáng dậy mặt khá bóng nên phải rửa mặt ngay. Cấp ấm trung bình vì mình thoa mấy ngày rồi mà da vẫn khô, bong tróc.",Kem Dưỡng Ẩm Klairs Làm Dịu & Phục Hồi Da Ban Đêm 30ml,4.8,neutral
346,422212100,0,"Chất kem đặc, có mùi như tinh dầu cam xả á. Kiềm dầu khá ổn. Dạ mình hơi ngăm nên là bôi lớp mỏng thôi chứ ko là nâng tone trắng bóc á. Da mình dầu nhiều mụn và rất dễ nổi mụn sài e này thấy dễ chịu nè.",Kem Chống Nắng Skin1004 Cho Da Nhạy Cảm SPF 50+ 20ml,4.6,positive
347,318900019,0,"Chất kem đặc nhưng mau thấm, không nhờn bóng. Da mình dầu mụn, dùng rất thích.",Kem Dưỡng Ẩm Klairs Làm Dịu & Phục Hồi Da Ban Đêm 30ml,4.8,positive
348,422204167,1,"Chất kem đặc, dễ tán. Mình thấy thích hợp xài ban đêm vì ban ngày hơi bóng dầu. Bạn nào da mụn nhiều nên cân nhắc chỉ sử dụng sau khi nặn mụn thôi nhé.","Kem Dưỡng Avène Làm Lành Da Nội Sinh, Ngừa Nhiễm Khuẩn 40ml",4.9,negative
349,422212100,1,"Chất kem đặc k nang tông quá dễ tán k von không bị bóng da , chắc k hợp với da nên sử dụng mấy ngày bị lên mụn, có mùi tram tra ,nhung mình hay gọi là mùi khoai lan sùn",Kem Chống Nắng Skin1004 Cho Da Nhạy Cảm SPF 50+ 20ml,4.6,negative
350,224100007,0,"Chất kem đặc, phù hợp da khô và da thường. Da mình da hỗn hợp thì phần chữ T thấm lâu hơn chút, phần mặt còn lại thì thấm nhanh sau vài lần matxa tuy nhiên thì độ dưỡng ẩm không tốt lắm, chỉ ở mức trung bình thôi, sau khi apply sờ vào da thấy không ẩm mịn. Ncl với mức giá này thì tạm ổn",Kem Dưỡng Ẩm Hada Labo Tối Ưu Cho Mọi Loại Da 50g,4.2,positive
351,213300093,1,"Chất khá ẩm, nhưng khi sử dụng mùi cồn hơi nồng",Essence Chống Nắng Bioré Màng Nước Dưỡng Ẩm Da 85g,3.4,negative
352,248700042,0,"ui chất kem ẩm mịn, mình dc tư vấn mua cho mẹ, da mẹ mình căng bóng đẹp hơn trông thấy Sài 2 tháng",Kem Dưỡng Naris Cosmetics Collagen Ngừa Lão Hóa Da 48g,4.9,positive
353,422209048,0,Chất kem dưỡng dễ thấm mùi thơm nhưng khi bôi từ 2-3 ngày da mình bắt đầu lên mụn mới có qua ngày thứ 3 đã lên 3-4 cục mụn,"Kem Dưỡng Ẩm Swiss Image Phục Hồi, Tái Tạo Da Ban Đêm 50ml",4.8,positive
354,422215096,0,"Là Tinh chất dạng sữa - Ưu điểm: + Chất lượng: rất ổn, sau khi thẩm thấu thì da căng mịn lên liền + Mùi hương: nhẹ nhàng, dễ chịu - Khuyết điểm: Tốc độ thẩm thấu khá chậm",Serum Bioderma Dưỡng Ẩm Và Làm Dịu Dành Cho Da Nhạy Cảm 30ml,4.0,positive
355,100240016,0,chất lượng tuyệt vời,Dung Dịch Tẩy Da Chết Paula’s Choice 2% BHA 118ml,4.9,positive
356,422214672,0,Texture ok. Chất lượng thì khỏi bàn. Mình ko thích nâng tone nên đối với mình OK. Ko ưng mùi version mới này…. Như mùi bột giặt Omo. @@,Sữa Chống Nắng La Roche-Posay Cho Da Dầu Mụn 50ml,3.7,positive
357,204900159,1,"Chất lượng trung bình, chưa đạt kỳ vọng của tôi.",Combo 4 Gel Rửa Mặt La Roche-Posay Cho Da Dầu Nhạy Cảm 50ml,4.7,negative
358,422209296,0,"Chất lượng chỉ ở mức trung bình, không đặc biệt như mong đợi.",Nước Tẩy Trang Hada Labo Sạch Sâu Dưỡng Sáng 240ml,5.0,positive
359,422208974,0,"Chất lượng trung bình, phù hợp với mức giá mà tôi đã trả.",Sữa Rửa Mặt CeraVe Sạch Sâu Cho Da Thường Đến Da Dầu 88ml,4.9,positive
360,422208973,0,"Chất lượng bình thường, sẽ cân nhắc trước khi mua lại sản phẩm này.",Sữa Rửa Mặt CeraVe Sạch Sâu Cho Da Thường Đến Da Dầu 473ml,4.9,positive
361,318900019,0,"Chất lượng bình thường, không thực sự hài lòng.",Kem Dưỡng Ẩm Klairs Làm Dịu & Phục Hồi Da Ban Đêm 30ml,4.8,positive
362,308500015,1,"Chất lượng bình thường, không đáng với số tiền đã bỏ ra.","Mặt Nạ Naruko Bạch Ngọc Lan Dưỡng Sáng, Săn Chắc Da 30ml",4.9,negative
363,422204259,0,"Chất lượng bình thường, đủ dùng nhưng chưa có gì để gây ấn tượng mạnh.",Nước Tẩy Trang L'Oreal Làm Sạch Sâu Cho Da Dầu 400ml,4.7,positive
364,365000017,0,"Chất lượng chỉ ở mức chấp nhận được, không hài lòng lắm.","Mặt Nạ Foodaholic Vitamin E Cấp Ẩm, Phục Hồi Da 23g",4.6,positive
365,204100019,1,"Hoàn toàn không dùng được, chất lượng cực kỳ kém.",Gel Rửa Mặt Eucerin Cho Da Nhờn Mụn 200ml,5.0,negative
366,204000033,0,"Chất lượng phù hợp với mức giá, đủ dùng nhưng không có gì đặc sắc.",Nước Hoa Hồng Evoluderm Dành Cho Da Khô Và Nhạy Cảm 500ml,4.8,positive
367,100750038,0,chất lượng cao hơn so vs giá tiền,Nước Tẩy Trang Byphasse Cho Mọi Loại Da 500ml,4.6,positive
368,422204775,0,"Chất lượng phù hợp với giá tiền. Công dụng cơ bản là cấp ẩm cho da sau khi rửa mặt, còn các công dụng khác như ngừa mụn, giảm thâm, se chân lông thì không rõ rệt. Đương nhiên, với giá thành rẻ mà lại nhiều rất vừa túi tiền.",Nước Dưỡng Da Chinoshio Dokudami Chiết Xuất Lá Diếp Cá 500ml,4.8,positive
369,422211446,0,Điểm 10 cho chất lượng lẫn giá cả Dùng bao nhiêu loại nước tẩy trang thì đây vẫn là loại “ngon- bổ- rẻ”,"Combo 2 Nước Tẩy Trang L'Oreal Tươi Mát Cho Da Dầu, Hỗn Hợp 400ml",4.7,positive
370,422204947,0,"Chất lượng không như mong đợi, cần cải thiện thêm.",Combo 3 Bông Tẩy Trang Ceiba 100% Chất Liệu Cotton 140 Miếng,4.7,positive
371,308500015,0,"Đủ dùng, chất lượng không nổi bật nhưng cũng không đáng để phàn nàn.","Mặt Nạ Naruko Bạch Ngọc Lan Dưỡng Sáng, Săn Chắc Da 30ml",4.9,positive
372,422204231,1,"Chất lượng không quá kém, nhưng cũng không đáng để mua.",Serum Balance Active Formula Ngừa Mụn Mờ Thâm 30ml,4.6,negative
373,204100013,0,"Chất lượng không tốt, không khuyên bất kỳ ai mua.",Kem Dưỡng Ẩm Eucerin Chuyên Sâu Cho Da Khô 50ml,4.8,positive
374,204100054,1,"Chất lượng quá kém, không thể sử dụng được.",Gel Rửa Mặt Eucerin Cho Da Nhờn Mụn 400ml,5.0,negative
375,357100011,1,"Chất lượng quá kém, sẽ không bao giờ mua lại.","Sữa Rửa Mặt Hatomugi Ý Dĩ Hỗ Trợ Dưỡng Ẩm, Sáng Da 170g",4.5,negative
376,204900013,1,"Chất lượng kém đến mức không tin nổi, thật thất vọng.",Kem Chống Nắng La Roche-Posay Kiểm Soát Dầu SPF50+ 50ml,4.6,negative
377,207300009,1,"Chất lượng kém, không đáp ứng được mong đợi của tôi.",Sữa Rửa Mặt St.Ives Tẩy Tế Bào Chết Cà Phê & Dừa 170g,4.8,negative
378,343100029,1,"Hoàn toàn không dùng được, chất lượng kém xa mong đợi.",Nước Tẩy Trang B.O.M Từ 8 Loại Trà Làm Sạch Da 500ml,4.9,negative
379,422207283,0,"Xài được đúng một loại này,chất lượng lắm, thích qua à,vừa không bị nám da nữa vừa làm kem nên cũng được.Hợp với tone da",Kem Chống Nắng Eucerin Kiềm Dầu (Có Màu) 50ml,4.7,positive
